time,longitude,latitude,elevation,temperatures,slp,vapor_pressure,wet_bulb_temperature,specific_humidity,file_id,region,water,GHI,wind_speed,NSRDB_latitude,NSRDB_longitude,distance_h_NSRDB
2006-01-01,-95.418,30.361,69.4,20.47083346048991,1007.9416669209799,19.233370621999104,17.961334228515625,12.060706774393717,6895.0,4.0,0.0,109.75,10.75,30.37,-95.420006,1.019
2006-01-02,-95.418,30.361,69.4,19.625000317891438,1010.5854169527689,14.453347524007162,15.019467194875082,9.038369337717691,6895.0,4.0,0.0,168.16666666666666,8.291666666666666,30.37,-95.420006,1.019
2006-01-03,-95.418,30.361,69.4,12.450000445048014,1017.2875000635782,7.988526662190755,7.613397598266602,4.943366050720215,6895.0,4.0,0.0,167.5,8.333333333333334,30.37,-95.420006,1.019
2006-01-04,-95.418,30.361,69.4,14.029166539510092,1017.283332824707,11.074517250061035,10.50183137257894,6.860254605611165,6895.0,4.0,0.0,115.375,7.583333333333333,30.37,-95.420006,1.019
2006-01-05,-95.418,30.361,69.4,14.141667366027832,1020.8666667938232,7.332226753234863,8.068903923034668,4.523502667744954,6895.0,4.0,0.0,171.04166666666666,11.708333333333334,30.37,-95.420006,1.019
2006-01-06,-95.418,30.361,69.4,10.462498982747396,1025.254166285197,4.672813097635905,4.1604868570963545,2.865358352661133,6895.0,4.0,0.0,174.41666666666666,10.708333333333334,30.37,-95.420006,1.019
2006-01-07,-95.418,30.361,69.4,7.545833587646484,1021.8250007629395,4.984015782674153,2.536659558614095,3.0671653747558594,6895.0,4.0,0.0,172.45833333333334,10.125,30.37,-95.420006,1.019
2006-01-08,-95.418,30.361,69.4,17.150000890096027,1015.2458321253458,11.022950490315756,11.902154604593912,6.844570477803548,6895.0,4.0,0.0,166.25,12.541666666666666,30.37,-95.420006,1.019
2006-01-09,-95.418,30.361,69.4,17.295832633972168,1016.5583337148031,14.220418294270834,13.99189297358195,8.823914210001627,6895.0,4.0,0.0,127.25,9.083333333333334,30.37,-95.420006,1.019
2006-01-10,-95.418,30.361,69.4,13.491667111714682,1022.8500006993612,10.046055793762207,9.34284750620524,6.196861267089844,6895.0,4.0,0.0,167.25,12.166666666666666,30.37,-95.420006,1.019
2006-01-11,-95.418,30.361,69.4,5.7666670481363935,1021.170833269755,5.67731253306071,2.2213567097981772,3.497258186340332,6895.0,4.0,0.0,176.45833333333334,8.666666666666666,30.37,-95.420006,1.019
2006-01-12,-95.418,30.361,69.4,14.916666030883789,1013.9916669527689,14.13334576288859,12.803073565165201,8.800095876057943,6895.0,4.0,0.0,73.16666666666667,10.541666666666666,30.37,-95.420006,1.019
2006-01-13,-95.418,30.361,69.4,17.037499745686848,1016.3999999364218,11.555709520975748,11.771750768025717,7.198855082194011,6895.0,4.0,0.0,182.08333333333334,15.083333333333334,30.37,-95.420006,1.019
2006-01-14,-95.418,30.361,69.4,7.079167366027832,1025.8708330790203,4.135584195454915,1.6263964970906575,2.5339533487955728,6895.0,4.0,0.0,183.29166666666666,5.75,30.37,-95.420006,1.019
2006-01-15,-95.418,30.361,69.4,12.058332443237305,1018.795833269755,8.493499437967936,7.6325734456380205,5.25538698832194,6895.0,4.0,0.0,98.83333333333333,10.416666666666666,30.37,-95.420006,1.019
2006-01-16,-95.418,30.361,69.4,18.062501271565754,1007.9572917620341,16.464569727579754,15.55096705754598,10.317342042922974,6895.0,4.0,0.0,31.291666666666668,9.375,30.37,-95.420006,1.019
2006-01-17,-95.418,30.361,69.4,11.86666742960612,1011.2572909990946,8.285850207010904,7.472023804982503,5.176652193069458,6895.0,4.0,0.0,185.66666666666666,18.625,30.37,-95.420006,1.019
2006-01-18,-95.418,30.361,69.4,7.250000635782878,1022.4041662216187,4.823928515116374,2.2698675791422525,2.9668429692586265,6895.0,4.0,0.0,184.70833333333334,11.125,30.37,-95.420006,1.019
2006-01-19,-95.418,30.361,69.4,17.404166221618652,1019.0499998728434,12.065663973490397,12.6970583597819,7.464335759480794,6895.0,4.0,0.0,76.20833333333333,14.5,30.37,-95.420006,1.019
2006-01-20,-95.418,30.361,69.4,20.1083345413208,1015.4770827293396,16.031472365061443,16.072302023569744,9.966445763905844,6895.0,4.0,0.0,97.29166666666667,12.041666666666666,30.37,-95.420006,1.019
