time,longitude,latitude,elevation,temperatures,slp,vapor_pressure,wet_bulb_temperature,specific_humidity,file_id,region,water,GHI,wind_speed,NSRDB_latitude,NSRDB_longitude,distance_h_NSRDB
2006-01-01,-90.433,38.93,131.8,4.991666475931804,1006.9833329518636,7.501866340637207,3.2597443262736,4.735446929931641,7347.0,4.0,1.0,61.333333333333336,29.541666666666668,38.93,-90.420006,1.125
2006-01-02,-90.433,38.93,131.8,11.433332761128744,998.8041661580404,11.649789174397787,9.827327410380045,7.415548960367839,7347.0,4.0,1.0,22.958333333333332,31.458333333333332,38.93,-90.420006,1.125
2006-01-03,-90.433,38.93,131.8,4.895833651224772,1013.047916094462,7.633657614390056,3.691561539967855,4.783058802286784,7347.0,4.0,1.0,28.625,31.125,38.93,-90.420006,1.125
2006-01-04,-90.433,38.93,131.8,4.549999237060547,1011.2874991099039,7.373181343078613,3.2824583053588867,4.627114613850911,7347.0,4.0,1.0,24.75,38.583333333333336,38.93,-90.420006,1.125
2006-01-05,-90.433,38.93,131.8,1.8749990463256836,1018.8208341598511,5.759361267089844,0.2584066390991211,3.5864830017089844,7347.0,4.0,1.0,14.583333333333334,28.166666666666668,38.93,-90.420006,1.125
2006-01-06,-90.433,38.93,131.8,0.16249974568684897,1023.0208330154419,4.2589263916015625,-2.2830870946248374,2.6399256388346353,7347.0,4.0,1.0,60.375,25.0,38.93,-90.420006,1.125
2006-01-07,-90.433,38.93,131.8,3.4958321253458657,1012.9916671117147,5.273030598958333,0.5741764704386393,3.3021186192830405,7347.0,4.0,1.0,102.45833333333333,22.916666666666668,38.93,-90.420006,1.125
2006-01-08,-90.433,38.93,131.8,7.412499109903972,1001.0500008265177,6.056359608968099,3.506096839904785,3.8377644220987954,7347.0,4.0,1.0,108.5,32.708333333333336,38.93,-90.420006,1.125
2006-01-09,-90.433,38.93,131.8,5.566667556762695,1018.6833330790201,6.132384618123372,2.6084111531575522,3.8199917475382485,7347.0,4.0,1.0,45.458333333333336,28.958333333333332,38.93,-90.420006,1.125
2006-01-10,-90.433,38.93,131.8,2.795832316080729,1024.3541668256123,6.468267599741618,1.4754608472188313,4.0103068351745605,7347.0,4.0,1.0,19.208333333333332,18.875,38.93,-90.420006,1.125
2006-01-11,-90.433,38.93,131.8,5.012500127156575,1013.7749996185303,6.965797742207845,3.1457955042521157,4.360440889994304,7347.0,4.0,1.0,119.625,28.333333333333332,38.93,-90.420006,1.125
2006-01-12,-90.433,38.93,131.8,6.6250003178914385,1008.0458335876465,7.1866105397542315,3.9649330774943032,4.526703834533691,7347.0,4.0,1.0,121.20833333333333,30.375,38.93,-90.420006,1.125
