time,longitude,latitude,elevation,temperatures,slp,vapor_pressure,wet_bulb_temperature,specific_humidity,file_id,region,water,GHI,wind_speed,NSRDB_latitude,NSRDB_longitude,distance_h_NSRDB
2006-01-01,-96.269,32.713,143.0,19.02499993642171,1004.0958331425985,13.555848757425943,14.183117866516113,8.598772684733072,6909.0,4.0,1.0,79.125,54.541666666666664,32.73,-96.26,2.069
2006-01-02,-96.269,32.713,143.0,17.96250057220459,1008.9083331425985,7.414629300435384,9.943440755208334,4.671384493509929,6909.0,4.0,1.0,153.70833333333334,35.291666666666664,32.73,-96.26,2.069
2006-01-03,-96.269,32.713,143.0,12.241666793823242,1016.5333334604899,6.104640960693359,6.003238042195638,3.8128814697265625,6909.0,4.0,1.0,153.70833333333334,22.333333333333332,32.73,-96.26,2.069
2006-01-04,-96.269,32.713,143.0,17.450000445048016,1016.0874996185303,6.598504702250163,9.259014129638672,4.123595237731934,6909.0,4.0,1.0,102.5,38.083333333333336,32.73,-96.26,2.069
2006-01-05,-96.269,32.713,143.0,12.07499917348226,1023.3083337148031,5.56948979695638,5.732358296712239,3.455932299296061,6909.0,4.0,1.0,156.54166666666666,37.666666666666664,32.73,-96.26,2.069
2006-01-06,-96.269,32.713,143.0,9.11666742960612,1026.279167175293,4.192767143249512,3.0550324122111,2.592575709025065,6909.0,4.0,1.0,160.125,30.833333333333332,32.73,-96.26,2.069
2006-01-07,-96.269,32.713,143.0,10.075001080830893,1018.8916664123535,4.051069259643555,3.1727221806844077,2.5230305989583335,6909.0,4.0,1.0,160.58333333333334,31.666666666666668,32.73,-96.26,2.069
2006-01-08,-96.269,32.713,143.0,17.59166653951009,1010.4458341598511,5.458440780639648,8.4501584370931,3.4287048975626626,6909.0,4.0,1.0,117.375,58.0,32.73,-96.26,2.069
2006-01-09,-96.269,32.713,143.0,16.891666730244953,1014.6791664759318,12.191878954569498,12.560045878092447,7.643448829650879,6909.0,4.0,1.0,120.70833333333333,33.166666666666664,32.73,-96.26,2.069
2006-01-10,-96.269,32.713,143.0,8.616666475931803,1023.3395833969116,6.503684043884277,4.510088761647542,4.039387226104736,6909.0,4.0,1.0,158.66666666666666,39.0,32.73,-96.26,2.069
2006-01-11,-96.269,32.713,143.0,7.691665967305501,1019.3416665395101,5.236886024475098,2.9040966033935547,3.2619199752807617,6909.0,4.0,1.0,164.70833333333334,32.041666666666664,32.73,-96.26,2.069
2006-01-12,-96.269,32.713,143.0,15.77500057220459,1011.3216335345537,11.274802831503061,10.82080348332723,7.100296240586501,6909.0,4.0,1.0,97.125,52.083333333333336,32.73,-96.26,2.069
2006-01-13,-96.269,32.713,143.0,12.479166348775228,1018.1471145580977,7.071999721038036,6.435962359110515,4.422948299310146,6909.0,4.0,1.0,168.54166666666666,56.041666666666664,32.73,-96.26,2.069
2006-01-14,-96.269,32.713,143.0,6.987499872843425,1026.1374998092651,4.039219220479329,1.541569709777832,2.498060862223307,6909.0,4.0,1.0,152.20833333333334,16.666666666666668,32.73,-96.26,2.069
2006-01-15,-96.269,32.713,143.0,13.091665267944336,1016.1124998728434,5.926821072896321,6.490114212036133,3.7094751993815103,6909.0,4.0,1.0,78.91666666666667,45.375,32.73,-96.26,2.069
2006-01-16,-96.269,32.713,143.0,16.329166094462078,1005.3958339691162,14.398353576660156,13.669837951660156,9.123818079630533,6909.0,4.0,1.0,55.041666666666664,43.875,32.73,-96.26,2.069
2006-01-17,-96.269,32.713,143.0,9.725000063578287,1012.5291668574015,4.841866175333659,3.841014862060547,3.04019832611084,6909.0,4.0,1.0,173.95833333333334,58.708333333333336,32.73,-96.26,2.069
2006-01-18,-96.269,32.713,143.0,7.662499109903972,1018.8333339691162,3.2496109008789062,1.1294997533162434,2.0235182444254556,6909.0,4.0,1.0,169.125,41.708333333333336,32.73,-96.26,2.069
2006-01-19,-96.269,32.713,143.0,16.479166666666668,1015.170833269755,9.387415568033854,10.552159309387207,5.880181948343913,6909.0,4.0,1.0,129.66666666666666,63.333333333333336,32.73,-96.26,2.069
2006-01-20,-96.269,32.713,143.0,17.975000699361164,1013.7250003814697,12.779479344685873,13.423002560933432,8.022794405619303,6909.0,4.0,1.0,121.75,48.75,32.73,-96.26,2.069
