time,longitude,latitude,elevation,temperatures,slp,vapor_pressure,wet_bulb_temperature,specific_humidity,file_id,region,water,GHI,wind_speed,NSRDB_latitude,NSRDB_longitude,distance_h_NSRDB
2006-01-01,-86.617,39.143,253.3,6.121739428976308,1012.3652164625084,5.504148897917374,2.2070305865743887,3.5036549775496773,7354.0,6.0,0.0,61.5,19.666666666666668,39.13,-86.62,1.468
2006-01-02,-86.617,39.143,253.30000000000004,14.18333371480306,1002.6874996821085,12.94489018122355,11.886857032775879,8.341346740722656,7354.0,6.0,0.0,48.708333333333336,32.583333333333336,39.13,-86.62,1.468
2006-01-03,-86.617,39.143,253.30000000000004,7.624998410542806,1009.487499554952,9.429888089497885,6.568264802296956,6.027398427327474,7354.0,6.0,0.0,22.708333333333332,21.0,39.13,-86.62,1.468
2006-01-04,-86.617,39.143,253.30000000000004,6.999998410542806,1011.0395830472311,8.490373929341635,5.498593012491862,5.415877501169841,7354.0,6.0,0.0,67.45833333333333,28.833333333333332,39.13,-86.62,1.468
2006-01-05,-86.617,39.143,253.30000000000004,3.4083340962727866,1014.4354168574015,6.067167599995931,1.3786889712015789,3.8555655479431152,7354.0,6.0,0.0,28.708333333333332,23.666666666666668,39.13,-86.62,1.468
2006-01-06,-86.617,39.143,253.30000000000004,0.7166659037272135,1018.735416730245,4.415750662485759,-1.8180774052937825,2.793741544087728,7354.0,6.0,0.0,25.708333333333332,21.625,39.13,-86.62,1.468
2006-01-07,-86.617,39.143,253.30000000000004,1.6750001907348633,1013.2312499682108,4.4303812980651855,-1.2418769200642903,2.8185391426086426,7354.0,6.0,0.0,111.125,26.583333333333332,39.13,-86.62,1.468
2006-01-08,-86.617,39.143,253.30000000000004,7.050000190734863,1006.266666730245,5.74682076772054,2.9706958134969077,3.681509335835775,7354.0,6.0,0.0,100.08333333333333,31.375,39.13,-86.62,1.468
2006-01-09,-86.617,39.143,253.30000000000004,8.774998982747396,1015.5520831743876,6.782581965128581,4.82075039545695,4.308615525563558,7354.0,6.0,0.0,35.5,24.208333333333332,39.13,-86.62,1.468
2006-01-10,-86.617,39.143,253.30000000000004,3.9333343505859375,1025.850694126553,6.457930088043213,2.0419203440348306,4.0611809094746905,7354.0,6.0,0.0,26.125,21.041666666666668,39.13,-86.62,1.468
2006-01-11,-86.617,39.143,253.30000000000004,5.841667175292969,1014.8243055873446,8.079021294911703,4.514019012451172,5.134799003601074,7354.0,6.0,0.0,63.333333333333336,31.083333333333332,39.13,-86.62,1.468
2006-01-12,-86.617,39.143,253.30000000000004,8.124999364217123,1012.6208333969116,6.431200663248698,4.240811665852864,4.092744509379069,7354.0,6.0,0.0,124.79166666666667,29.458333333333332,39.13,-86.62,1.468
2006-01-13,-86.617,39.143,253.30000000000004,11.12916628519694,1002.4437503814697,10.05841334660848,8.454827785491943,6.474015712738037,7354.0,6.0,0.0,25.416666666666668,38.125,39.13,-86.62,1.468
2006-01-14,-86.617,39.143,253.30000000000004,2.258332888285319,1012.5229164759318,4.8438614209493,-0.4370587666829427,3.087264060974121,7354.0,6.0,0.0,106.20833333333333,41.083333333333336,39.13,-86.62,1.468
2006-01-15,-86.617,39.143,253.30000000000004,-0.5291668574015299,1018.2916669845581,4.242117881774902,-2.707148551940918,2.6856988271077475,7354.0,6.0,0.0,89.875,15.666666666666666,39.13,-86.62,1.468
2006-01-16,-86.617,39.143,253.30000000000004,5.337499936421712,1005.2083333333334,5.818360010782878,1.875724156697591,3.7324965794881186,7354.0,6.0,0.0,124.08333333333333,28.791666666666668,39.13,-86.62,1.468
2006-01-17,-86.617,39.143,253.30000000000004,8.049999554951986,1000.6812504132589,9.962974389394125,6.817714373270671,6.424971262613933,7354.0,6.0,0.0,16.416666666666668,26.041666666666668,39.13,-86.62,1.468
2006-01-18,-86.617,39.143,253.30000000000004,-1.7458330790201824,1009.7562499046326,3.7391537030537925,-3.9399522145589194,2.3872984250386557,7354.0,6.0,0.0,77.66666666666667,32.375,39.13,-86.62,1.468
2006-01-19,-86.617,39.143,253.30000000000004,5.725000063578288,1016.0041662851969,6.379405975341797,2.5567925771077475,4.0511172612508135,7354.0,6.0,0.0,109.66666666666667,38.791666666666664,39.13,-86.62,1.468
2006-01-20,-86.617,39.143,253.30000000000004,13.81250031789144,1015.7083333333334,10.153233528137207,9.868019421895346,6.446384747823079,7354.0,6.0,0.0,62.625,38.666666666666664,39.13,-86.62,1.468
2006-01-21,-86.617,39.143,253.30000000000004,8.533334096272787,1020.0500005086263,8.253108819325766,5.701559543609619,5.2305576006571455,7354.0,6.0,0.0,94.20833333333333,37.166666666666664,39.13,-86.62,1.468
2006-01-22,-86.617,39.143,253.30000000000004,1.2041670481363933,1029.5875002543132,5.08292802174886,-0.824183464050293,3.18254025777181,7354.0,6.0,0.0,50.666666666666664,15.666666666666666,39.13,-86.62,1.468
2006-01-23,-86.617,39.143,253.30000000000004,3.616666793823242,1021.537501335144,5.796862284342448,1.2955217361450195,3.657607078552246,7354.0,6.0,0.0,138.95833333333334,14.375,39.13,-86.62,1.468
2006-01-24,-86.617,39.143,253.30000000000004,1.7208337783813477,1015.1708334287008,4.808173815409343,-0.7195709546407064,3.0529020627339682,7354.0,6.0,0.0,109.70833333333333,35.166666666666664,39.13,-86.62,1.468
2006-01-25,-86.617,39.143,253.30000000000004,1.3791669209798176,1022.4708340962728,3.9079840977986655,-1.881496747334798,2.4624382654825845,7354.0,6.0,0.0,111.375,32.708333333333336,39.13,-86.62,1.468
