WMO_ID,Latitude,Longitude,Elevation,File
747020-23110,36.333,-119.95,70.7,74702023110.csv
747040-03102,34.053,-117.577,281.6,74704003102.csv
747043-03165,34.083,-118.033,90.2,74704303165.csv
747185-03144,32.83464,-115.57656,-16.8,74718503144.csv
747185-99999,32.834,-115.579,-16,74718599999.csv
747186-03164,32.6261,-116.4681,805,74718603164.csv
747186-99999,32.633,-116.467,807,74718699999.csv
747187-03104,33.632,-116.164,-36,74718703104.csv
747188-23158,33.619,-114.715,120.4,74718823158.csv
747240-03148,32.88333,-112.71667,261.8,74724003148.csv
747240-23168,32.883,-112.717,269,74724023168.csv
747300-99999,30.167,-102.417,865,74730099999.csv
747320-23002,32.85,-106.1,1267.4,74732023002.csv
747320-99999,32.85,-106.1,1248,74732099999.csv
747335-03059,30.586,-100.649,652.3,74733503059.csv
747340-99999,32.633,-106.4,1204,74734099999.csv
747355-53997,31.917,-98.6,423.1,74735553997.csv
747360-93042,36.02516,-102.54875,1215.5,74736093042.csv
747390-13961,32.82478,-97.36403,213.6,74739013961.csv
747400-13973,30.51,-99.766,521.5,74740013973.csv
747460-03904,30.5912,-96.36309,96,74746003904.csv
747540-13934,31.317,-92.55,27,74754013934.csv
747540-93915,31.33464,-92.55849,25,74754093915.csv
747550-99999,31.133,-92.567,67,74755099999.csv
747560-12816,29.6917,-82.27603,40.7,74756012816.csv
747570-93874,30.4121,-89.08093,4.9,74757093874.csv
747580-13978,33.49612,-90.08946,42.7,74758013978.csv
747590-13833,31.27,-89.256,44.7,74759013833.csv
747680-13939,33.49385,-90.98058,37.8,74768013939.csv
747685-93874,30.4121,-89.08093,4.9,74768593874.csv
747685-99999,30.4,-89.067,9,74768599999.csv
747686-13820,30.417,-88.917,10.1,74768613820.csv
747688-53858,30.463,-88.532,2.8,74768853858.csv
747750-13846,30.067,-85.583,5.2,74775013846.csv
747760-03818,30.837,-85.184,32.8,74776003818.csv
747770-03852,30.417,-86.683,11.6,74777003852.csv
747804-13824,32.01667,-81.13333,17.1,74780413824.csv
747804-99999,32.009,-81.146,13,74780499999.csv
747805-63818,32.483,-81.737,57,74780563818.csv
747806-63809,32.955,-84.264,242.6,74780663809.csv
747807-03821,33.017,-85.067,207.9,74780703821.csv
747808-63803,33.98,-83.963,323.4,74780863803.csv
747809-03832,33.983,-83.668,287.4,74780903832.csv
747810-13857,30.96667,-83.2,71,74781013857.csv
747810-99999,30.967,-83.2,71,74781099999.csv
747812-63813,34.013,-84.599,317,74781263813.csv
747820-53860,30.337,-81.513,11.9,74782053860.csv
747830-12849,26.079,-80.162,1,74783012849.csv
747870-12834,29.17351,-81.07185,7.9,74787012834.csv
747880-12810,27.85,-82.517,4.3,74788012810.csv
747900-13849,33.967,-80.467,73.5,74790013849.csv
747910-13717,33.683,-78.933,7.6,74791013717.csv
747915-93718,33.816,-78.72,8.8,74791593718.csv
747930-99999,27.65,-80.417,12,74793099999.csv
747931-12876,28.061,-81.757,43.5,74793112876.csv
747940-12868,28.483,-80.567,3.1,74794012868.csv
747945-99999,28.617,-80.7,3,74794599999.csv
747946-12886,28.617,-80.683,3.1,74794612886.csv
747950-12867,28.233,-80.6,2.4,74795012867.csv
747960-12804,27.65,-81.333,20,74796012804.csv
749066-99999,32.267,-64.85,13,74906699999.csv
749105-99999,40.733,-73.6,38,74910599999.csv
760011-99999,32.533,-116.983,152,76001199999.csv
760013-99999,32.541,-116.97,149,76001399999.csv
760051-99999,32.633,-115.217,22,76005199999.csv
760053-99999,32.631,-115.242,22.6,76005399999.csv
760400-99999,32.4,-115.183,11,76040099999.csv
760550-99999,31.0333333,-114.85,15,76055099999.csv
760610-99999,31.3,-113.55,62,76061099999.csv
760751-99999,31.633,-106.433,1167,76075199999.csv
760753-99999,31.636,-106.429,1189.9,76075399999.csv
760754-99999,16.739919,-93.173297,581.86,76075499999.csv
761220-99999,30.367,-107.95,1487,76122099999.csv
761600-99999,29.096,-111.048,191.1,76160099999.csv
762200-99999,28.95,-107.817,1932,76220099999.csv
762250-99999,28.633,-106.083,1433,76225099999.csv
762252-99999,28.7,-105.967,1354,76225299999.csv
762253-99999,28.703,-105.965,1360,76225399999.csv
762430-99999,28.627,-100.535,274.6,76243099999.csv
762530-99999,27.393,-109.833,62.5,76253099999.csv
762555-99999,27.969,-110.925,18,76255599999.csv
762560-99999,27.95,-110.767,12,76256099999.csv
762580-99999,27.483,-109.917,38,76258099999.csv
762861-99999,27.433,-99.567,141,76286199999.csv
762863-99999,27.444,-99.57,147.5,76286399999.csv
763050-99999,25.989,-111.348,10.4,76305099999.csv
763110-99999,26.733,-108.283,238,76311099999.csv
763230-99999,26.933,-105.667,1661,76323099999.csv
763420-99999,26.956,-101.47,568.1,76342099999.csv
763503-99999,26.009,-98.229,42.4,76350399999.csv
763615-99999,25.685,-109.081,4.9,76361599999.csv
763730-99999,25.35,-105.75,1967,76373099999.csv
763820-99999,25.568,-103.411,1124.1,76382099999.csv
763825-99999,25.533,-103.45,1150,76382599999.csv
763900-99999,25.367,-101.017,1790,76390099999.csv
763930-99999,25.733,-100.3,515,76393099999.csv
763940-99999,25.866,-100.237,449.9,76394099999.csv
763943-99999,25.778,-100.107,389.5,76394399999.csv
763993-99999,25.77,-97.525,7.6,76399399999.csv
764020-99999,25,-111.633,48,76402099999.csv
764050-99999,24.167,-110.3,18,76405099999.csv
764055-99999,24.073,-110.362,21,76405599999.csv
764056-99999,23.152,-109.721,114,76405699999.csv
764120-99999,24.765,-107.475,32.9,76412099999.csv
764125-99999,24.817,-107.4,53,76412599999.csv
764230-99999,24.05,-104.6,1872,76423099999.csv
764235-99999,24.124,-104.528,1860.5,76423599999.csv
764580-99999,23.2,-106.417,4,76458099999.csv
764593-99999,23.161,-106.266,11.6,76459399999.csv
764710-99999,23.633,-103.65,2351,76471099999.csv
764910-99999,23.742,-99.17,336,76491099999.csv
764915-99999,23.704,-98.957,232,76491599999.csv
764990-99999,23.767,-98.2,21,76499099999.csv
765250-99999,22.7833333,-102.5666666,2612,76525099999.csv
765255-99999,22.897,-102.687,2176.6,76525599999.csv
765390-99999,22.254,-100.931,1839.5,76539099999.csv
765430-99999,22,-98.7666666,104,76543099999.csv
765480-99999,22.2,-97.85,25,76548099999.csv
765493-99999,22.296,-97.866,24.4,76549399999.csv
765560-99999,21.419,-104.843,920.5,76556099999.csv
765710-99999,21.705,-102.318,1862.9,76571099999.csv
765752-99999,21.067,-101.55,1829,76575299999.csv
765770-99999,21,-101.283,1999,76577099999.csv
765773-99999,20.983,-101.483,1815.4,76577399999.csv
765810-99999,21.933,-99.983,983,76581099999.csv
765850-99999,21.317,-98.817,132,76585099999.csv
765930-99999,21.3,-89.65,2,76593099999.csv
765950-99999,21.037,-86.877,6.1,76595099999.csv
766013-99999,20.68,-105.254,7,76601399999.csv
766120-99999,20.6666666,-103.3833333,1551,76612099999.csv
766127-99999,20.603,-97.461,151.5,76612799999.csv
766133-99999,20.522,-103.311,1528.9,76613399999.csv
766250-99999,20.617,-100.186,1919,76625099999.csv
766320-99999,20.1333333,-98.75,2435,76632099999.csv
766340-99999,20.083,-98.367,2181,76634099999.csv
766400-99999,20.95,-97.4,28,76640099999.csv
766440-99999,20.937,-89.658,11.6,76644099999.csv
766470-99999,20.6833333,-88.2,27,76647099999.csv
766480-99999,20.522,-86.926,9.1,76648099999.csv
766534-99999,19.145,-104.559,9.1,76653499999.csv
766540-99999,19.05,-104.317,3,76654099999.csv
766546-99999,19.397,-102.039,1602.6,76654699999.csv
766560-99999,19.7166666,-103.4666666,1515,76656099999.csv
766580-99999,19.277,-103.577,751.9,76658099999.csv
766620-99999,19.9833333,-102.3166666,1562,76662099999.csv
766650-99999,19.7,-101.183,1913,76665099999.csv
766655-99999,19.85,-101.026,1838.9,76665599999.csv
766750-99999,19.283,-99.683,2720,76675099999.csv
766753-99999,19.337,-99.566,2580.4,76675399999.csv
766790-99999,19.433,-99.133,2235,76679099999.csv
766793-99999,19.436,-99.072,2229.9,76679399999.csv
766800-99999,19.4,-99.1833333,2303,76680099999.csv
766830-99999,19.317,-98.25,2248,76683099999.csv
766850-99999,19.158,-98.371,2243.6,76685099999.csv
766870-99999,19.55,-96.917,1389,76687099999.csv
766910-99999,19.2,-96.133,14,76691099999.csv
766913-99999,19.146,-96.187,27.4,76691399999.csv
766920-99999,19.15,-96.117,16,76692099999.csv
766950-99999,19.817,-90.5,10.4,76695099999.csv
766980-99999,19.5666667,-88.05,10,76698099999.csv
767260-99999,18.835,-99.262,1303.6,76726099999.csv
767370-99999,18.85,-97.1,1259,76737099999.csv
767383-99999,18.103,-94.581,11,76738399999.csv
767410-99999,18.183,-94.5,16,76741099999.csv
767430-99999,17.9833333,-92.9333333,16,76743099999.csv
767433-99999,17.983,-92.817,14,76743399999.csv
767441-99999,18.017,-92.95,33,76744199999.csv
767493-99999,18.654,-91.799,3,76749399999.csv
767500-99999,18.505,-88.327,11.9,76750099999.csv
767501-99999,20.641,-88.446,31.1,76750199999.csv
767502-99999,16.449336,-95.093697,49.98,76750299999.csv
767584-99999,17.602,-101.461,7.9,76758499999.csv
767620-99999,17.55,-99.5,1265,76762099999.csv
767750-99999,17.05,-96.717,1518,76775099999.csv
767755-99999,17,-96.733,1520.6,76775599999.csv
768050-99999,16.75,-99.75,3,76805099999.csv
768056-99999,16.757,-99.754,4,76805699999.csv
768330-99999,16.1666666,-95.1833333,11,76833099999.csv
768400-99999,16.2333333,-93.9,48,76840099999.csv
768430-99999,16.75,-93.133,576,76843099999.csv
768450-99999,16.75,-92.633,2116,76845099999.csv
768480-99999,16.25,-92.133,1646,76848099999.csv
768485-99999,15.775,-96.263,141.4,76848599999.csv
768550-99999,15.6833333,-96.4833333,46,76855099999.csv
768556-99999,15.877,-97.089,89.6,76855699999.csv
769030-99999,14.917,-92.25,118,76903099999.csv
769043-99999,14.794,-92.37,29.6,76904399999.csv
780160-13601,32.367,-64.683,5.5,78016013601.csv
780620-99999,26.559,-78.696,2.1,78062099999.csv
780730-99999,25.039,-77.466,4.9,78073099999.csv
780920-99999,23.466667,-75.78167,1.52,78092099999.csv
782210-99999,21.835,-82.784,24.1,78221099999.csv
782240-99999,22.989,-82.409,64,78224099999.csv
782290-99999,23.034,-81.435,64,78229099999.csv
782440-99999,22.15,-80.414,31.1,78244099999.csv
782550-99999,21.42,-77.848,125.9,78255099999.csv
782560-99999,20.333,-77.117,60,78256099999.csv
782561-99999,22.461,-78.328,4,78256199999.csv
782590-99999,20.1833333,-77.15,10,78259099999.csv
782623-99999,20.786,-76.315,110,78262399999.csv
782640-99999,19.97,-75.835,75.9,78264099999.csv
782670-99999,20.085278,-75.158333,17.06,78267099999.csv
782680-99999,20.365317,-74.506206,7.92,78268099999.csv
783100-99999,21.8666666,-84.95,8,78310099999.csv
783150-99999,22.417,-83.683,37,78315099999.csv
783180-99999,22.917,-83.167,3,78318099999.csv
783210-99999,21.733,-82.767,32,78321099999.csv
783220-99999,22.7166666,-82.2833333,7,78322099999.csv
783240-99999,21.55,-82.5333333,10,78324099999.csv
783250-99999,23.167,-82.35,50,78325099999.csv
783280-99999,22.871529,-82.509308,49.98,78328099999.csv
783330-99999,22.067,-81.033,5,78333099999.csv
783334-99999,21.616,-81.546,3,78333499999.csv
783450-99999,21.6166666,-78.85,1,78345099999.csv
783460-99999,22.027,-78.79,102.1,78346099999.csv
783465-99999,22.492,-79.944,103,78346599999.csv
783480-99999,22.5166666,-79.45,6,78348099999.csv
783490-99999,21.933,-79.45,97,78349099999.csv
783510-99999,20.7166666,-78,2,78351099999.csv
783530-99999,21.5333333,-77.25,4,78353099999.csv
783550-99999,21.4,-77.85,122,78355099999.csv
783580-99999,21.2,-76.617,13,78358099999.csv
783600-99999,19.85,-77.233,10,78360099999.csv
783630-99999,20.2833333,-76.25,100,78363099999.csv
783650-99999,21.0666666,-75.6166666,4,78365099999.csv
783670-11706,19.9,-75.15,39.9,78367011706.csv
783690-99999,20.25,-74.15,10,78369099999.csv
783830-99999,19.683,-79.883,6,78383099999.csv
783840-11813,19.3,-81.367,3.1,78384011813.csv
783841-99999,19.687,-79.883,2.4,78384199999.csv
783842-99999,8.967,-79.55,10,78384299999.csv
783880-99999,18.504,-77.913,1.2,78388099999.csv
783970-99999,17.936,-76.788,3,78397099999.csv
784090-99999,19.732989,-72.194739,3.04,78409099999.csv
784390-99999,18.58,-72.293,37.2,78439099999.csv
784570-99999,19.758,-70.57,4.6,78457099999.csv
784575-99999,19.267,-69.75,4,78457599999.csv
784580-99999,19.75,-70.55,5,78458099999.csv
784600-99999,19.406,-70.605,172.2,78460099999.csv
784670-99999,19.05,-69.383,10,78467099999.csv
784785-99999,18.451,-68.912,73.2,78478599999.csv
784790-99999,18.567,-68.363,14.3,78479099999.csv
784820-99999,18.251,-71.12,3,78482099999.csv
784840-99999,18.470064,-69.969419,60.35,78484099999.csv
784850-99999,18.43,-69.669,18,78485099999.csv
784860-99999,18.433,-69.883,14,78486099999.csv
784865-99999,18.573,-69.986,29.9,78486599999.csv
784880-99999,18.45,-68.92,94,78488099999.csv
785010-11807,17.4,-83.933,11,78501011807.csv
785140-11603,18.495,-67.129,72.2,78514011603.csv
785140-99999,18.5,-67.133,72,78514099999.csv
785145-11653,18.2538,-67.1486,11.6,78514511653.csv
785145-99999,18.25,-67.15,9,78514599999.csv
785201-99999,18.017,-66.567,9,78520199999.csv
785203-00398,18,-66.55,9.1,78520300398.csv
785260-11641,18.43261,-66.01065,3,78526011641.csv
785260-99999,18.417,-66,4,78526099999.csv
785350-11630,18.255,-65.641,10.1,78535011630.csv
785430-11640,18.336,-64.98,0,78543011640.csv
785470-11624,17.7,-64.813,16.8,78547011624.csv
785500-99999,18.445,-64.543,4.6,78550099999.csv
785510-99999,17.7,-64.783,13,78551099999.csv
785830-99999,17.539,-88.308,4.6,78583099999.csv
785880-99999,17.1833333,-87.5,-999.9,78588099999.csv
786150-99999,16.9166667,-89.8833333,115,78615099999.csv
786270-99999,15.317,-91.467,1901,78627099999.csv
786310-99999,15.468958,-90.406742,1322.52,78631099999.csv
786311-99999,16.913819,-89.866383,130.14,78631199999.csv
786370-99999,15.731,-88.584,10.1,78637099999.csv
786372-99999,14.57,-89.35,965,78637299999.csv
786390-99999,14.521,-91.697,199.9,78639099999.csv
786410-99999,14.583,-90.527,1509.4,78641099999.csv
786445-99999,14.9666667,-89.5333333,190.8,78644599999.csv
786470-99999,13.936,-90.836,8.8,78647099999.csv
786475-99999,14.866,-91.502,2431,78647599999.csv
786500-99999,13.567,-89.833,15,78650099999.csv
786550-99999,13.97,-89.53,660,78655099999.csv
786630-99999,13.699,-89.12,616,78663099999.csv
786660-99999,13.441,-89.056,30.8,78666099999.csv
786700-99999,13.43,-88.12,80,78670099999.csv
786720-99999,13.3166666,-87.7833333,28,78672099999.csv
787000-99999,13.283,-87.667,5,78700099999.csv
787030-99999,16.317,-86.523,5.5,78703099999.csv
787040-99999,15.93,-85.93,3,78704099999.csv
787050-99999,15.742,-86.853,14.9,78705099999.csv
787060-99999,15.776,-87.476,2.1,78706099999.csv
787070-99999,15.167,-87.117,670,78707099999.csv
787080-99999,15.453,-87.924,27.7,78708099999.csv
787110-99999,15.261,-83.781,8,78711099999.csv
787140-99999,14.9,-85.933,442,78714099999.csv
787170-99999,14.783,-88.783,1079,78717099999.csv
787180-99999,14.433,-89.2,626,78718099999.csv
787190-99999,14.333,-88.167,1100,78719099999.csv
787200-99999,14.061,-87.217,1004,78720099999.csv
787210-99999,14.383,-87.621,628,78721099999.csv
787240-99999,13.3,-87.183,48,78724099999.csv
787300-99999,14.047,-83.387,15.8,78730099999.csv
787330-99999,11.417,-85.833,53,78733099999.csv
787340-99999,13.083,-85.983,985,78734099999.csv
787350-99999,12.1,-85.367,90,78735099999.csv
787390-99999,12.633,-87.133,53,78739099999.csv
787410-99999,12.141,-86.168,59.1,78741099999.csv
787421-99999,21.774,-72.266,4.6,78742199999.csv
787450-99999,11.991,-83.774,6.1,78745099999.csv
787600-99999,9.9666666,-84.8333333,3,78760099999.csv
787620-99999,9.994,-84.209,920.8,78762099999.csv
787625-99999,9.95,-84.133,1019,78762599999.csv
787640-99999,9.957053,-84.139797,993.95,78764099999.csv
787670-99999,9.958,-83.022,2.1,78767099999.csv
787740-99999,10.593,-85.544,82.3,78774099999.csv
787838-99999,9.467,-82.517,5,78783899999.csv
787920-99999,9.071,-79.383,41.1,78792099999.csv
787930-99999,8.391,-82.435,27.1,78793099999.csv
787935-99999,9.341,-82.251,3,78793599999.csv
787945-99999,9.458636,-82.516806,5.79,78794599999.csv
787950-99999,8.086,-80.945,82.9,78795099999.csv
787955-99999,8.9166666,-79.6,13,78795599999.csv
788060-99999,8.917,-79.6,13,78806099999.csv
788067-99999,8.983,-79.517,13,78806799999.csv
788071-99999,8.967,-79.55,9,78807199999.csv
788078-99999,8.367,-80.117,32,78807899999.csv
788460-99999,18.2,-63.05,29,78846099999.csv
788461-99999,18.205,-63.055,38.7,78846199999.csv
788570-99999,17.283,-62.733,9,78857099999.csv
788580-99999,17.311,-62.719,51.8,78858099999.csv
788590-99999,17.206,-62.59,4.3,78859099999.csv
788620-99999,17.137,-61.793,18.9,78862099999.csv
788660-00399,18.04583,-63.11472,4.3,78866000399.csv
788660-99999,18.041,-63.109,4.3,78866099999.csv
788730-00400,17.49833,-62.98028,40.2,78873000400.csv
788900-99999,16.3333333,-61,33,78890099999.csv
788940-99999,17.9,-62.85,52,78894099999.csv
788970-00401,16.267,-61.6,8.2,78897000401.csv
788970-99999,16.265,-61.532,11,78897099999.csv
789050-00402,15.533,-61.3,14,78905000402.csv
789050-99999,15.547,-61.3,22.3,78905099999.csv
789060-00403,15.333,-61.383,5.2,78906000403.csv
789220-99999,14.7666666,-60.8833333,34,78922099999.csv
789250-00404,14.6,-61,7,78925000404.csv
789250-99999,14.591,-61.003,4.9,78925099999.csv
789460-99999,14.033,-61.017,55,78946099999.csv
789470-00405,14.017,-61,2.1,78947000405.csv
789470-99999,14.02,-60.993,6.7,78947099999.csv
789480-00406,13.75,-60.95,10.1,78948000406.csv
789480-99999,13.733,-60.953,4.3,78948099999.csv
789490-99999,12.988444,-61.262033,4.57,78949099999.csv
789510-00407,13.133,-61.2,13.1,78951000407.csv
789510-99999,13.144,-61.211,20.1,78951099999.csv
789540-00408,13.067,-59.483,52.1,78954000408.csv
789540-99999,13.075,-59.492,51.5,78954099999.csv
789580-00409,12,-61.783,7,78958000409.csv
789613-00410,11.15,-60.833,12.2,78961300410.csv
789620-99999,11.15,-60.833,6,78962099999.csv
789700-11634,10.58333,-61.35,12.2,78970011634.csv
789700-99999,10.595,-61.337,17.7,78970099999.csv
789820-00411,12.5,-70.017,18.3,78982000411.csv
789820-99999,12.501,-70.015,18.3,78982099999.csv
789880-00412,12.2,-68.967,9.1,78988000412.csv
789880-99999,12.189,-68.96,8.8,78988099999.csv
789900-00413,12.15,-68.283,7,78990000413.csv
789900-99999,12.131,-68.269,6.1,78990099999.csv
800010-99999,12.584,-81.711,5.8,80001099999.csv
800090-99999,11.12,-74.231,6.7,80009099999.csv
800220-99999,10.442,-75.513,1.2,80022099999.csv
800280-99999,10.89,-74.781,29.9,80028099999.csv
800350-99999,11.526,-72.926,13.1,80035099999.csv
800360-99999,10.435042,-73.249506,147.21,80036099999.csv
800630-99999,8.823744,-75.825831,10.97,80063099999.csv
800840-99999,7.811956,-76.716428,14.02,80084099999.csv
800910-99999,7.024331,-73.8068,125.57,80091099999.csv
800940-99999,7.127,-73.185,1187.8,80094099999.csv
800970-99999,7.928,-72.512,334.1,80097099999.csv
800990-99999,7.068881,-70.736925,128.01,80099099999.csv
801100-99999,6.22,-75.591,1505.7,80110099999.csv
801120-99999,6.165,-75.423,2142.1,80112099999.csv
801390-99999,6.184717,-67.493164,53.94,80139099999.csv
801440-99999,5.690758,-76.641181,62.17,80144099999.csv
802100-99999,4.813,-75.74,1346,80210099999.csv
802110-99999,4.452775,-75.766447,1216.15,80211099999.csv
802140-99999,4.421608,-75.1333,949.14,80214099999.csv
802220-99999,4.702,-74.147,2548.4,80222099999.csv
802340-99999,4.167875,-73.613761,424.89,80234099999.csv
802590-99999,3.543,-76.382,963.8,80259099999.csv
803150-99999,2.95,-75.294,446.2,80315099999.csv
803420-99999,1.392844,-77.290822,1813.86,80342099999.csv
803700-99999,0.861925,-77.671764,2976.37,80370099999.csv
803980-99999,-4.193,-69.943,84.4,80398099999.csv
804030-99999,11.415,-69.681,15.8,80403099999.csv
804043-99999,11.780775,-70.151497,22.86,80404399999.csv
804070-99999,10.558,-71.728,71.6,80407099999.csv
804100-99999,10.043,-69.359,622.4,80410099999.csv
804120-99999,10.481,-68.073,9.8,80412099999.csv
804130-99999,10.25,-67.649,407.8,80413099999.csv
804143-99999,10.286589,-66.816219,653.79,80414399999.csv
804150-99999,10.603,-66.991,71.6,80415099999.csv
804160-99999,10.485,-66.844,856,80416099999.csv
804190-99999,10.107,-64.689,7.9,80419099999.csv
804200-99999,10.450333,-64.130472,4.26,80420099999.csv
804210-99999,10.917,-63.967,24,80421099999.csv
804214-99999,10.912603,-63.9666,22.55,80421499999.csv
804230-99999,10.574,-62.313,12.8,80423099999.csv
804250-99999,9.817,-70.933,28,80425099999.csv
804260-99999,9.34,-70.584,627.9,80426099999.csv
804270-99999,9.553,-69.238,195.1,80427099999.csv
804280-99999,9.027,-69.755,184.7,80428099999.csv
804310-99999,9.907,-67.38,427.9,80431099999.csv
804350-99999,9.749,-63.153,68.3,80435099999.csv
804370-99999,8.6333333,-71.65,103,80437099999.csv
804380-99999,8.582,-71.161,1526.1,80438099999.csv
804400-99999,8.62,-70.221,203,80440099999.csv
804403-99999,8.624,-71.673,69.2,80440399999.csv
804420-99999,8.924656,-67.417094,99.97,80442099999.csv
804440-99999,8.122,-63.537,60,80444099999.csv
804470-99999,7.841,-72.44,399.9,80447099999.csv
804480-99999,7.211,-70.756,129.8,80448099999.csv
804500-99999,7.883,-67.444,46.9,80450099999.csv
804570-99999,5.62,-67.606,74.7,80457099999.csv
804720-99999,10.15,-67.928,430.1,80472099999.csv
804750-99999,7.565111,-72.035125,330.09,80475099999.csv
810010-99999,6.8,-58.15,2,81001099999.csv
810020-10502,6.499,-58.254,29,81002010502.csv
810030-99999,6.8166666,-58.1166666,0.61,81003099999.csv
812000-99999,5.811,-55.191,10,81200099999.csv
812020-99999,5.95,-57.03,2,81202099999.csv
812090-99999,4.35,-54.4166666,52,81209099999.csv
812250-99999,5.453,-55.188,18,81225099999.csv
812510-99999,2.0333333,-56.1166666,265,81251099999.csv
814010-99999,5.5,-54.0333333,9,81401099999.csv
814050-99999,4.82,-52.36,7.9,81405099999.csv
814080-99999,3.8833333,-51.8,7,81408099999.csv
814150-99999,3.6333333,-54.0333333,106,81415099999.csv
820170-99999,3.855,-51.797,19.2,82017099999.csv
820220-99999,2.846,-60.69,84.1,82022099999.csv
820300-99999,2.067,-50.85,10,82030099999.csv
820980-99999,0.051,-51.072,17.1,82098099999.csv
821110-99999,-3.039,-60.05,80.5,82111099999.csv
821430-99999,-0.6166666,-47.3833333,14,82143099999.csv
821930-99999,-1.379,-48.476,16.5,82193099999.csv
822440-99999,-2.422,-54.793,60.4,82244099999.csv
822810-99999,-2.585,-44.234,54.3,82281099999.csv
822880-99999,-2.894,-41.732,4.9,82288099999.csv
823170-99999,-3.383,-64.724,56.1,82317099999.csv
823320-99999,-3.146,-59.986,81.4,82332099999.csv
823366-99999,-10.292,-48.357,235.9,82336699999.csv
823610-99999,-3.786,-49.72,253,82361099999.csv
823980-99999,-3.776,-38.533,25,82398099999.csv
824000-99999,-3.855,-32.423,58.8,82400099999.csv
824110-99999,-4.256,-69.936,85,82411099999.csv
824440-99999,-4.242,-56.001,33.5,82444099999.csv
825620-99999,-5.369,-49.138,108.8,82562099999.csv
825640-99999,-5.531,-47.46,131.4,82564099999.csv
825670-99999,-6.118,-50.003,621.2,82567099999.csv
825790-99999,-5.06,-42.823,66.8,82579099999.csv
825910-99999,-5.202,-37.364,23.5,82591099999.csv
825990-99999,-5.911,-35.248,51.5,82599099999.csv
825991-99999,-26.88,-48.651,5.5,82599199999.csv
827040-99999,-7.6,-72.769,194.2,82704099999.csv
827980-99999,-7.1,-34.867,7,82798099999.csv
828080-99999,-8.155256,-70.783269,196.9,82808099999.csv
828240-99999,-8.709,-63.902,89.6,82824099999.csv
828610-99999,-8.348,-49.302,199,82861099999.csv
828990-99999,-8.126,-34.924,10.1,82899099999.csv
829170-99999,-9.869,-67.894,193.2,82917099999.csv
829300-99999,-9.334,-54.965,537.1,82930099999.csv
829650-99999,-9.866,-56.106,288.6,82965099999.csv
829840-99999,-9.362,-40.569,385,82984099999.csv
829930-99999,-9.511,-35.792,118,82993099999.csv
830630-99999,-10.719,-48.4,265.2,83063099999.csv
830650-99999,-10.2833333,-48.35,236,83065099999.csv
830750-99999,-23.432,-46.47,749.5,83075099999.csv
830950-99999,-10.984,-37.07,7,83095099999.csv
831110-99999,-22.983,-43.367,3,83111099999.csv
832080-99999,-12.694,-60.098,615.1,83208099999.csv
832480-99999,-12.911,-38.331,19.5,83248099999.csv
832890-99999,-13.267,-43.417,441,83289099999.csv
833490-99999,-14.816,-39.033,4.6,83349099999.csv
833590-99999,-15.861,-52.389,349.6,83359099999.csv
833620-99999,-15.653,-56.117,188.1,83362099999.csv
833780-99999,-15.863,-47.913,1060.4,83378099999.csv
834190-99999,-16.229,-48.964,1136.3,83419099999.csv
834240-99999,-16.632,-49.221,746.8,83424099999.csv
834970-99999,-17.652,-39.253,11,83497099999.csv
835520-99999,-19.012,-57.673,140.5,83552099999.csv
835660-99999,-19.6166667,-43.9666667,827,83566099999.csv
835760-99999,-19.765,-47.965,809.2,83576099999.csv
835830-99999,-19.851,-43.951,789.1,83583099999.csv
835870-99999,-19.634,-43.969,827.5,83587099999.csv
835880-99999,-19.65,-43.883,852,83588099999.csv
836120-99999,-20.469,-54.673,558.7,83612099999.csv
836490-99999,-20.258,-40.286,3.4,83649099999.csv
836520-99999,-21.134,-47.774,549.2,83652099999.csv
836710-99999,-21.985,-47.335,599.8,83671099999.csv
836890-99999,-21.267,-43.761,1114.7,83689099999.csv
837030-99999,-22.55,-55.703,657.1,83703099999.csv
837080-99999,-22.792,-45.205,536.8,83708099999.csv
837160-99999,-22.175,-51.425,450.2,83716099999.csv
837210-99999,-23.007,-47.135,661.4,83721099999.csv
837220-99999,-22.345,-49.054,617.2,83722099999.csv
837410-99999,-22.932,-43.719,3,83741099999.csv
837460-99999,-22.809,-43.244,8.5,83746099999.csv
837480-99999,-22.875,-43.385,33.5,83748099999.csv
837550-99999,-22.91,-43.163,3.4,83755099999.csv
837590-99999,-22.813,-42.093,18.6,83759099999.csv
837670-99999,-23.476,-52.016,545,83767099999.csv
837680-99999,-23.334,-51.13,569.1,83768099999.csv
837780-99999,-22.922,-42.074,4.3,83778099999.csv
837790-99999,-23.509,-46.638,721.8,83779099999.csv
837800-99999,-23.627,-46.655,801.9,83780099999.csv
837840-99999,-23.017,-45.567,577,83784099999.csv
838093-99999,-23.229,-45.862,646.2,83809399999.csv
838180-99999,-23.925,-46.288,3,83818099999.csv
838270-99999,-25.596,-54.487,239.9,83827099999.csv
838290-99999,-23.2166666,-45.8666666,646,83829099999.csv
838400-99999,-25.528,-49.176,910.7,83840099999.csv
838830-99999,-27.117,-52.617,679,83883099999.csv
838990-99999,-27.67,-48.547,6.1,83899099999.csv
839250-99999,-28.6,-48.8166666,45,83925099999.csv
839280-99999,-29.782,-57.038,78,83928099999.csv
839370-99999,-29.711,-53.688,87.5,83937099999.csv
839520-99999,-29.9333333,-51.1333333,8,83952099999.csv
839700-99999,-31.25,-50.9,5,83970099999.csv
