WMO_ID,Latitude,Longitude,Elevation,File
161480-99999,44.224,12.307,5.5,16148099999.csv
161490-99999,44.02,12.612,12.5,16149099999.csv
161530-99999,43.95,8.167,221,16153099999.csv
161580-99999,43.684,10.393,1.8,16158099999.csv
161640-99999,43.4,10.867,575,16164099999.csv
161680-99999,42.383,11.167,632,16168099999.csv
161700-99999,43.81,11.205,43.9,16170099999.csv
161720-99999,43.467,11.85,249,16172099999.csv
161790-99999,43.517,12.733,574,16179099999.csv
161810-99999,43.096,12.513,211.2,16181099999.csv
161900-99999,43.617,13.533,142,16190099999.csv
161910-99999,43.616,13.362,14.9,16191099999.csv
161970-99999,42.733,10.4,397,16197099999.csv
162040-99999,42.9,11.767,918,16204099999.csv
162060-99999,42.76,11.072,4.6,16206099999.csv
162140-99999,42.017,11.817,4,16214099999.csv
162160-99999,42.43,12.064,301.8,16216099999.csv
162190-99999,42.467,12.983,1875,16219099999.csv
162210-99999,42.417,12.85,389,16221099999.csv
162240-99999,42.083,12.217,270,16224099999.csv
162300-99999,42.432,14.181,14.6,16230099999.csv
162320-99999,42,15,44,16232099999.csv
162340-99999,41.99,12.741,88.1,16234099999.csv
162350-99999,41.952,12.499,16.8,16235099999.csv
162390-99999,41.799,12.595,130.1,16239099999.csv
162420-99999,41.804,12.251,4.6,16242099999.csv
162430-99999,41.542,12.909,28.3,16243099999.csv
162440-99999,41.633,13.3,181,16244099999.csv
162450-99999,41.659,12.445,12.5,16245099999.csv
162520-99999,41.567,14.65,807,16252099999.csv
162530-99999,41.061,14.082,8.8,16253099999.csv
162580-99999,41.7,15.95,848,16258099999.csv
162591-99999,44.824,10.296,49.1,16259199999.csv
162592-99999,44.547,7.623,386.2,16259299999.csv
162593-99999,45.429,10.331,108.5,16259399999.csv
162600-99999,41.433,15.533,81,16260099999.csv
162610-99999,41.541,15.718,55.8,16261099999.csv
162630-99999,41.05,15.233,1093,16263099999.csv
162640-99999,41.133,15.517,514,16264099999.csv
162700-99999,41.133,16.767,53.9,16270099999.csv
162800-99999,40.917,12.95,185,16280099999.csv
162890-34113,40.886,14.291,89.6,16289034113.csv
162890-99999,40.85,14.3,72,16289099999.csv
162940-99999,40.55,14.25,269,16294099999.csv
163000-99999,40.633,15.8,843,16300099999.csv
163100-99999,40.017,15.283,185,16310099999.csv
163120-99999,40.768,16.933,361.8,16312099999.csv
163170-99999,40.083,16.017,896,16317099999.csv
163200-99999,40.658,17.947,14.3,16320099999.csv
163240-99999,40.518,17.403,65.5,16324099999.csv
163250-99999,40.433,16.883,12,16325099999.csv
163320-99999,40.239,18.133,47.5,16332099999.csv
163340-99999,40.1,18.483,80,16334099999.csv
163370-99999,39.583,15.883,485,16337099999.csv
163440-99999,39.333,16.4,1677,16344099999.csv
163445-99999,39.333,16.4,1720,16344599999.csv
163500-99999,38.997,17.08,158.8,16350099999.csv
163600-99999,39.817,18.35,112,16360099999.csv
163620-99999,38.905,16.242,11.9,16362099999.csv
163640-99999,38.75,16.367,997,16364099999.csv
164000-99999,38.7,13.183,251,16400099999.csv
164050-99999,38.176,13.091,19.8,16405099999.csv
164100-99999,38.111,13.313,105.2,16410099999.csv
164200-99999,38.2,15.55,51,16420099999.csv
164220-99999,38.071,15.652,29.3,16422099999.csv
164290-99999,37.911,12.488,7.3,16429099999.csv
164340-99999,37.717,13.433,1035,16434099999.csv
164360-99999,37.517,13.083,125,16436099999.csv
164500-99999,37.567,14.283,965,16450099999.csv
164530-99999,37.083,14.217,33,16453099999.csv
164590-99999,37.4,14.917,22,16459099999.csv
164600-99999,37.467,15.066,11.9,16460099999.csv
164700-99999,36.817,11.969,193.5,16470099999.csv
164800-99999,36.683,15.133,51,16480099999.csv
164900-99999,35.498,12.618,21.3,16490099999.csv
165060-99999,41.217,9.4,170,16506099999.csv
165200-99999,40.632,8.291,26.5,16520099999.csv
165220-99999,40.567,8.167,205,16522099999.csv
165310-99999,40.899,9.518,11.3,16531099999.csv
165380-99999,40.117,9.25,1029,16538099999.csv
165390-99999,39.75,8.467,92,16539099999.csv
165410-99999,39.667,9.433,645,16541099999.csv
165420-99999,39.5,9.617,22,16542099999.csv
165460-99999,39.354,8.972,30.5,16546099999.csv
165500-99999,39.933,9.717,156,16550099999.csv
165600-99999,39.251,9.054,4,16560099999.csv
165640-99999,39.1,9.517,118,16564099999.csv
165970-99999,35.857,14.478,91.4,16597099999.csv
166140-99999,40.446,21.282,660.5,16614099999.csv
166220-99999,40.52,22.971,6.7,16622099999.csv
166240-99999,40.913,24.619,5.5,16624099999.csv
166270-99999,40.856,25.956,7.3,16627099999.csv
166320-99999,40.286,21.841,627.6,16632099999.csv
166410-99999,39.602,19.912,1.8,16641099999.csv
166421-99999,37.017,25.133,36,16642199999.csv
166430-99999,38.925,20.765,3.4,16643099999.csv
166480-99999,39.65,22.466,73.5,16648099999.csv
166500-99999,39.917,25.236,4.3,16650099999.csv
166650-99999,39.22,22.794,25.3,16665099999.csv
166653-99999,39.177,23.504,16.5,16665399999.csv
166670-99999,39.057,26.598,18.3,16667099999.csv
166750-99999,38.883,22.433,13.8,16675099999.csv
166820-99999,37.921,21.293,16.8,16682099999.csv
166840-99999,38.968,24.487,13.4,16684099999.csv
166850-99999,38.12,20.5,18,16685099999.csv
166870-99999,38.151,21.426,14,16687099999.csv
166990-99999,38.34,23.565,147.8,16699099999.csv
167060-99999,38.343,26.141,4.6,16706099999.csv
167100-99999,37.531,22.404,644,16710099999.csv
167160-99999,37.882,23.735,21,16716099999.csv
167161-99999,37.936,23.944,93.9,16716199999.csv
167180-99999,38.064,23.556,43.6,16718099999.csv
167193-99999,37.751,20.884,4.6,16719399999.csv
167230-99999,37.69,26.912,5.8,16723099999.csv
167260-99999,37.068,22.026,7.9,16726099999.csv
167263-99999,37.435,25.348,123.4,16726399999.csv
167264-99999,37.423,24.951,71.9,16726499999.csv
167320-99999,37.1,25.367,9.8,16732099999.csv
167340-99999,36.833,21.7,53.2,16734099999.csv
167341-99999,37.083,25.367,3,16734199999.csv
167380-99999,36.733,24.433,168.4,16738099999.csv
167420-99999,36.793,27.092,125.6,16742099999.csv
167430-99999,36.274,23.017,318.5,16743099999.csv
167443-99999,36.399,25.479,38.7,16744399999.csv
167460-99999,35.532,24.15,149.4,16746099999.csv
167464-33209,35.533,24.15,146.3,16746433209.csv
167490-99999,36.405,28.086,5.8,16749099999.csv
167540-99999,35.34,25.18,35.1,16754099999.csv
167543-99999,35.421,27.146,20.1,16754399999.csv
170200-99999,41.633,32.333,33,17020099999.csv
170220-99999,41.45,31.8,137,17022099999.csv
170240-99999,41.983,33.783,64,17024099999.csv
170260-99999,42.033,35.167,32,17026099999.csv
170300-99999,41.283,36.3,4,17030099999.csv
170310-99999,41.254,36.567,5.5,17031099999.csv
170340-99999,40.917,38.383,37,17034099999.csv
170380-99999,40.995,39.79,31.7,17038099999.csv
170420-99999,41.4,41.433,33,17042099999.csv
170500-99999,41.667,26.567,51,17050099999.csv
170540-99999,41.138,27.919,175,17054099999.csv
170560-99999,40.983,27.55,3,17056099999.csv
170600-99999,40.977,28.821,49.7,17060099999.csv
170630-99999,40.899,29.309,95.1,17063099999.csv
170670-99999,40.667,29.833,18,17067099999.csv
170700-99999,40.733,31.6,743,17070099999.csv
170740-99999,41.314,33.796,1100,17074099999.csv
170820-99999,40.829,35.522,535.8,17082099999.csv
170840-99999,40.55,34.95,776,17084099999.csv
170860-99999,40.3,36.567,608,17086099999.csv
170880-99999,40.467,39.467,1219,17088099999.csv
170900-99999,39.814,36.903,1595.9,17090099999.csv
170920-99999,39.71,39.527,1153.1,17092099999.csv
170960-99999,39.957,41.17,1756.6,17096099999.csv
170980-99999,40.562,43.115,1795,17098099999.csv
171000-99999,39.917,44.05,858,17100099999.csv
171100-99999,40.183,25.9,72,17110099999.csv
171120-99999,40.138,26.427,7,17112099999.csv
171150-99999,40.318,27.978,51.8,17115099999.csv
171160-99999,40.183,29.067,100,17116099999.csv
171180-99999,40.255,29.563,232.9,17118099999.csv
171200-99999,40.15,29.967,539,17120099999.csv
171240-99999,39.784,30.582,786.7,17124099999.csv
171270-99999,40.079,32.566,843.4,17127099999.csv
171280-99999,40.128,32.995,952.5,17128099999.csv
171290-99999,39.95,32.689,808.6,17129099999.csv
171300-99999,39.95,32.883,891,17130099999.csv
171310-99999,39.935,32.741,821.1,17131099999.csv
171350-99999,39.85,33.517,748,17135099999.csv
171400-99999,39.817,34.8,1298,17140099999.csv
171500-99999,39.619,27.926,103.6,17150099999.csv
171550-99999,39.417,29.967,969,17155099999.csv
171600-99999,39.15,34.167,1007,17160099999.csv
171700-99999,38.468,43.332,1670.3,17170099999.csv
171750-99999,39.3,26.7,4,17175099999.csv
171800-99999,39.067,26.883,3,17180099999.csv
171840-99999,38.809,27.834,80.2,17184099999.csv
171880-99999,38.683,29.4,919,17188099999.csv
171900-99999,38.726,30.601,1008.9,17190099999.csv
171940-99999,38.772,34.535,944.9,17194099999.csv
171950-99999,38.77,35.495,1055.5,17195099999.csv
171970-99999,38.354,38.254,919.3,17197099999.csv
172000-99999,38.435,38.091,862,17200099999.csv
172005-99999,40.735,30.083,55.5,17200599999.csv
172020-99999,38.607,39.291,892.1,17202099999.csv
172030-99999,38.867,40.5,1177,17203099999.csv
172100-99999,37.917,41.95,896,17210099999.csv
172180-99999,38.513,27.01,4.9,17218099999.csv
172190-99999,38.292,27.157,125.6,17219099999.csv
172200-99999,38.433,27.167,29,17220099999.csv
172340-99999,37.85,27.85,56,17234099999.csv
172370-99999,37.783,29.083,425,17237099999.csv
172400-99999,37.785,30.582,990.6,17240099999.csv
172410-99999,37.855,30.368,864.1,17241099999.csv
172440-99999,37.979,32.562,1030.5,17244099999.csv
172480-99999,37.5,34.05,1044,17248099999.csv
172500-99999,37.967,34.683,1210,17250099999.csv
172550-99999,37.6,36.933,572,17255099999.csv
172600-99999,36.947,37.479,705.6,17260099999.csv
172700-99999,37.133,38.767,549,17270099999.csv
172800-99999,37.894,40.201,686.1,17280099999.csv
172820-99999,37.929,41.117,555.3,17282099999.csv
172900-99999,37.14,27.67,61.6,17290099999.csv
172910-99999,37.251,27.664,6.4,17291099999.csv
172920-99999,37.217,28.367,646,17292099999.csv
172950-99999,36.713,28.793,6.1,17295099999.csv
173000-99999,36.899,30.8,53.9,17300099999.csv
173100-99999,36.55,32,6,17310099999.csv
173200-99999,36.083,32.833,4,17320099999.csv
173300-99999,36.383,33.933,15,17330099999.csv
173500-33308,37.002,35.426,72.5,17350033308.csv
173520-99999,36.982,35.28,19.8,17352099999.csv
173700-99999,36.573,36.154,7.6,17370099999.csv
173750-99999,36.3,30.15,2,17375099999.csv
175000-99999,35.183,32.983,52,17500099999.csv
175100-99999,35.35,33.333,10,17510099999.csv
175150-99999,35.2,33.35,131,17515099999.csv
175400-99999,35.133,33.933,0,17540099999.csv
176000-99999,34.718,32.486,12.5,17600099999.csv
176010-99999,34.59,32.988,23.2,17601099999.csv
176060-99999,35.15,33.283,216.7,17606099999.csv
176074-99999,35.15,33.5,91,17607499999.csv
176090-99999,34.875,33.625,2.4,17609099999.csv
200260-99999,80.167,36.75,9,20026099999.csv
200340-99999,80.817,47.417,18,20034099999.csv
200460-99999,80.617,58.05,22,20046099999.csv
200490-99999,80.367,52.917,46,20049099999.csv
200660-99999,80.833,79.7,47,20066099999.csv
200690-99999,79.483,76.983,10,20069099999.csv
200870-99999,79.55,90.567,8,20087099999.csv
200970-99999,79.383,102.417,6,20097099999.csv
201070-99999,78.067,14.25,75,20107099999.csv
201860-99999,78.617,98.7,8,20186099999.csv
201990-99999,78.133,107.2,12,20199099999.csv
202740-99999,77.5,82.2,23,20274099999.csv
202770-99999,77.283,89.667,5,20277099999.csv
202890-99999,77.183,96.583,9,20289099999.csv
202910-99999,78.233,103.117,30,20291099999.csv
202920-99999,77.717,104.3,15,20292099999.csv
202940-99999,77.617,101.483,6,20294099999.csv
203530-99999,76.95,68.55,8,20353099999.csv
203570-99999,76.183,63.567,9,20357099999.csv
203880-99999,76.283,94.733,10,20388099999.csv
204710-99999,75.95,82.95,11.9,20471099999.csv
204760-99999,75.417,88.9,11,20476099999.csv
205940-99999,74.5,102.5,11,20594099999.csv
206650-99999,73.5,76,4,20665099999.csv
206670-99999,73.333,70.05,7,20667099999.csv
206740-99999,73.5,80.4,47,20674099999.csv
206960-99999,73.667,109.75,20,20696099999.csv
207440-99999,72.367,52.7,19,20744099999.csv
207660-99999,72.333,79.5,10,20766099999.csv
208560-99999,71.4,67.633,18,20856099999.csv
208640-99999,71.483,71.817,8,20864099999.csv
208710-99999,71.883,82.7,5.9,20871099999.csv
208910-99999,71.983,102.467,33,20891099999.csv
209430-99999,70.717,57.617,14,20943099999.csv
209460-99999,70.45,59.083,12.2,20946099999.csv
209630-99999,70.883,78.5,8,20963099999.csv
209640-99999,70.35,74.133,4,20964099999.csv
209670-99999,70.167,72.517,17.8,20967099999.csv
209730-99999,70.85,89.883,29,20973099999.csv
213010-99999,76.8,110.833,6,21301099999.csv
213580-99999,76.15,152.833,14,21358099999.csv
214050-99999,75.533,113.517,6,21405099999.csv
214320-99999,76,137.867,8,21432099999.csv
215040-99999,74.667,112.933,57,21504099999.csv
215350-99999,74.667,138.9,14.6,21535099999.csv
215410-99999,74.883,142.2,10,21541099999.csv
216110-99999,73.567,118.75,10,21611099999.csv
216130-99999,73.9,124.6,9,21613099999.csv
216270-99999,73.167,128.833,5,21627099999.csv
216360-99999,73.336,139.867,24.7,21636099999.csv
216470-99999,73.183,143.233,22,21647099999.csv
217330-99999,72.75,140.75,6,21733099999.csv
218130-99999,71.917,123.567,26.6,21813099999.csv
218240-99999,71.698,128.903,9.1,21824099999.csv
218250-99999,71.533,129.917,3,21825099999.csv
218350-99999,71.5,136.583,11,21835099999.csv
218490-99999,71.017,149,6,21849099999.csv
219080-99999,70.133,113.967,62,21908099999.csv
219210-99999,70.683,127.4,33,21921099999.csv
219310-99999,70.767,136.217,24,21931099999.csv
219460-99999,70.617,147.883,61,21946099999.csv
219550-99999,70.55,154.25,2,21955099999.csv
219650-99999,70.633,162.483,41,21965099999.csv
219780-99999,70.083,170.933,5.8,21978099999.csv
219820-99999,70.983,-178.65,4,21982099999.csv
220280-99999,69.2,35.117,30,22028099999.csv
221060-99999,68.6,31.8,63,22106099999.csv
221130-99999,68.782,32.751,81.1,22113099999.csv
221270-99999,68,35.033,162,22127099999.csv
221450-99999,68.367,38.65,10,22145099999.csv
221650-99999,68.65,43.3,49,22165099999.csv
221930-99999,68.783,49.3,7,22193099999.csv
222130-99999,67.55,33.35,134,22213099999.csv
222170-99999,67.15,32.35,25,22217099999.csv
222350-99999,67.35,37.05,156,22235099999.csv
222490-99999,67.133,39.667,151,22249099999.csv
222690-99999,67.15,43.9,13,22269099999.csv
222710-99999,67.883,44.15,18,22271099999.csv
222820-99999,67.8,46.667,6,22282099999.csv
222920-99999,67.683,48.683,4,22292099999.csv
223240-99999,66.683,34.35,40,22324099999.csv
223340-99999,66.333,36.017,3.5,22334099999.csv
223490-99999,66.183,39.533,9,22349099999.csv
223610-99999,66.717,42.483,16.2,22361099999.csv
223650-99999,66.383,43.25,21,22365099999.csv
223830-99999,66.739,47.72,11.5,22383099999.csv
224030-99999,65.883,31.833,129,22403099999.csv
224080-99999,65.217,31.167,120,22408099999.csv
224220-99999,65.9,34.767,12,22422099999.csv
224290-99999,65.033,35.7,7.4,22429099999.csv
224380-99999,65.2,36.817,17,22438099999.csv
224460-99999,65.467,39.733,77,22446099999.csv
224560-99999,65.383,41.883,68.6,22456099999.csv
224710-99999,65.867,44.217,19,22471099999.csv
224810-99999,65.767,46.2,42.2,22481099999.csv
225200-99999,64.983,34.8,8,22520099999.csv
225220-99999,64.95,34.65,8,22522099999.csv
225250-99999,64.567,34.917,9,22525099999.csv
225460-99999,64.55,39.767,7.9,22546099999.csv
225500-99999,64.6,40.717,18.9,22550099999.csv
225510-99999,64.85,40.283,3,22551099999.csv
225590-99999,64.217,41.667,12,22559099999.csv
225630-99999,64.7,43.383,31,22563099999.csv
225730-99999,64.9,45.767,71,22573099999.csv
225830-99999,64.75,47.65,64,22583099999.csv
226020-99999,63.833,30.817,182,22602099999.csv
226210-99999,63.767,34.283,112,22621099999.csv
226410-99999,63.9,38.117,13,22641099999.csv
226480-99999,63.117,39.233,34,22648099999.csv
226560-99999,63.483,41.8,18,22656099999.csv
226570-99999,63.067,40.35,108,22657099999.csv
226710-99999,64.017,44.45,65.1,22671099999.csv
226760-99999,63.583,45.633,62,22676099999.csv
226950-99999,63.45,48.9,158,22695099999.csv
227210-99999,62.917,34.433,81,22721099999.csv
227490-99999,62.133,39.3,101.3,22749099999.csv
227620-99999,62.817,42.783,34,22762099999.csv
227680-99999,62.1,42.9,45,22768099999.csv
227780-99999,62.233,45.017,58,22778099999.csv
227980-99999,62.167,49.117,92,22798099999.csv
228020-99999,61.717,30.717,19,22802099999.csv
228200-99999,61.817,34.267,110,22820099999.csv
228310-99999,61.8,36.583,44,22831099999.csv
228370-99999,61.017,36.45,56,22837099999.csv
228450-99999,61.5,38.933,126,22845099999.csv
228540-99999,61.667,40.183,233,22854099999.csv
228670-99999,61.083,42.067,91,22867099999.csv
228870-99999,61.233,46.717,56,22887099999.csv
228920-99999,60.717,28.733,13,22892099999.csv
229390-99999,60.017,37.75,131,22939099999.csv
229540-99999,60.467,40.2,202,22954099999.csv
229960-99999,60.367,49.65,152,22996099999.csv
230220-99999,69.75,61.7,49,23022099999.csv
230240-99999,69.483,60.333,6,23024099999.csv
230320-99999,69.717,66.8,25,23032099999.csv
230580-99999,69.083,76.85,3,23058099999.csv
230740-99999,69.4,86.167,19,23074099999.csv
230780-99999,69.333,88.25,64,23078099999.csv
231050-99999,68.6,52.333,6,23105099999.csv
231140-99999,68.533,55.5,6.7,23114099999.csv
231460-99999,68.5,73.583,5,23146099999.csv
231740-99999,68.667,86.25,41,23174099999.csv
231790-99999,68.1,87.767,93.8,23179099999.csv
232050-99999,67.633,53.033,12,23205099999.csv
232190-99999,67.033,59.4,83,23219099999.csv
232204-99999,57.19,65.324,115.2,23220499999.csv
232260-99999,67.483,64.017,172,23226099999.csv
232420-99999,67.683,72.883,12,23242099999.csv
232560-99999,67.467,78.733,8,23256099999.csv
232740-99999,67.467,86.567,28,23274099999.csv
233050-99999,66.25,52.55,22,23305099999.csv
233240-99999,66.433,60.767,62,23324099999.csv
233300-99999,66.533,66.667,16,23330099999.csv
233310-99999,66.9,65.667,890,23331099999.csv
233330-99999,66.8,68.883,32,23333099999.csv
233390-99999,66.033,68.683,35.9,23339099999.csv
233410-99999,66.833,70.833,8,23341099999.csv
233450-99999,66.633,72.933,7,23345099999.csv
233650-99999,66.6,82.5,34,23365099999.csv
233750-99999,66.417,87.2,27,23375099999.csv
233830-99999,66.883,93.467,278,23383099999.csv
234050-99999,65.433,52.267,68,23405099999.csv
234120-99999,65.967,56.917,78,23412099999.csv
234180-99999,65.133,57.133,53.2,23418099999.csv
234260-99999,65.483,64.717,19,23426099999.csv
234310-99999,65.833,65.933,16.5,23431099999.csv
234450-99999,65.467,72.667,19,23445099999.csv
234630-99999,65.983,84.328,40,23463099999.csv
234650-99999,65.7,82.45,24.7,23465099999.csv
234710-99999,60.949,76.484,53.9,23471099999.csv
234720-99999,65.783,87.989,38,23472099999.csv
234840-99999,65.633,90.017,65,23484099999.csv
234990-99999,64.933,98.867,203,23499099999.csv
235030-99999,65.033,53.967,52,23503099999.csv
235270-99999,64.283,60.883,29,23527099999.csv
235520-99999,64.917,77.817,27,23552099999.csv
235780-99999,64.233,87.567,30,23578099999.csv
235890-99999,64.2,93.783,105,23589099999.csv
236060-99999,63.55,53.817,137,23606099999.csv
236250-99999,63.65,62.1,28,23625099999.csv
236280-99999,63.367,63.067,50,23628099999.csv
236290-99999,63.2,64.483,28,23629099999.csv
236310-99999,63.933,65.05,32,23631099999.csv
236320-99999,63.717,66.7,61,23632099999.csv
236350-99999,63.667,69.6,85.8,23635099999.csv
236440-99999,63.5,71.333,109,23644099999.csv
236560-99999,63.383,78.317,67.1,23656099999.csv
236620-99999,63.983,82.083,33,23662099999.csv
236780-99999,63.15,87.95,46,23678099999.csv
236910-99999,63.833,96.65,105,23691099999.csv
236990-99999,62.717,101.117,230.4,23699099999.csv
237010-99999,62.983,50.9,103,23701099999.csv
237110-99999,62.7,56.2,139,23711099999.csv
237240-99999,62.433,60.867,51,23724099999.csv
237340-99999,62.45,66.05,72,23734099999.csv
237450-99999,62.467,73.117,80,23745099999.csv
237480-99999,62.19,74.534,67.1,23748099999.csv
237740-99999,62.483,86.283,60.4,23774099999.csv
237760-99999,62.467,89.017,57.1,23776099999.csv
237880-99999,62.317,92.117,62,23788099999.csv
237890-99999,61.967,94.667,140,23789099999.csv
238030-99999,61.683,53.683,144,23803099999.csv
238040-99999,61.647,50.845,98.8,23804099999.csv
238120-99999,61.833,56.867,131,23812099999.csv
238230-99999,61.95,64.9,111.4,23823099999.csv
238380-99999,61.05,68.633,28,23838099999.csv
238410-99999,61.7,70.667,46,23841099999.csv
238430-99999,61.8,74.083,48,23843099999.csv
238470-99999,61.3,71.3,33.4,23847099999.csv
238490-99999,61.344,73.402,61,23849099999.csv
238590-99999,60.95,78.617,49,23859099999.csv
238620-99999,61.533,82.417,71,23862099999.csv
238670-99999,61.1,80.25,57,23867099999.csv
238840-99999,61.6,90.017,58,23884099999.csv
238910-99999,61.667,96.367,262,23891099999.csv
239040-99999,60.333,51.55,126,23904099999.csv
239090-99999,60.283,54.35,198,23909099999.csv
239140-99999,60.4,56.517,207,23914099999.csv
239210-99999,60.683,60.45,95,23921099999.csv
239230-99999,60.867,64.9,81,23923099999.csv
239290-99999,60.317,64.217,53,23929099999.csv
239330-99999,61.028,69.086,23.2,23933099999.csv
239390-99999,60.333,68.967,32.3,23939099999.csv
239460-99999,60.5,74.017,48.1,23946099999.csv
239550-99999,60.433,77.867,48,23955099999.csv
239660-99999,60.35,84.083,99,23966099999.csv
239730-99999,61.033,89.633,49,23973099999.csv
239750-99999,60.35,88.367,86,23975099999.csv
239820-99999,61.017,93.433,121.8,23982099999.csv
239860-99999,60.367,93.033,511,23986099999.csv
239870-99999,60.25,90.233,58,23987099999.csv
239920-99999,60.717,97.517,178,23992099999.csv
240510-99999,69.917,125.167,38,24051099999.csv
240710-99999,69.767,135.067,49,24071099999.csv
241050-99999,68.467,102.367,271,24105099999.csv
241250-99999,68.5,112.433,220,24125099999.csv
241360-99999,68.617,118.333,77,24136099999.csv
241430-99999,68.733,124,39,24143099999.csv
241660-99999,68.45,134.8,103,24166099999.csv
241970-99999,68.233,145.3,152,24197099999.csv
242190-99999,67.133,108.533,235.8,24219099999.csv
242660-99999,67.567,133.4,138,24266099999.csv
243220-99999,66.4,112.03,506,24322099999.csv
243290-99999,66.25,114.283,236,24329099999.csv
243430-99999,66.767,123.4,92,24343099999.csv
243710-99999,66.8,136.683,273.8,24371099999.csv
243960-99999,66.5,149.783,40,24396099999.csv
244490-99999,65.3,127.117,73.3,24449099999.csv
244770-99999,65.3,135.8,674.9,24477099999.csv
245070-99999,64.267,100.233,168,24507099999.csv
245380-99999,64.233,116.917,139.1,24538099999.csv
245570-99999,64.283,126.45,85,24557099999.csv
245610-99999,65,130.683,737,24561099999.csv
245850-99999,64.55,144.4,518.5,24585099999.csv
245980-99999,64.167,148.033,841,24598099999.csv
246290-99999,63.217,113.633,163,24629099999.csv
246390-99999,63.283,118.333,119,24639099999.csv
246410-99999,63.767,121.617,111,24641099999.csv
246430-99999,63.95,124.833,76.5,24643099999.csv
246520-99999,63.967,127.467,96,24652099999.csv
246560-99999,63.517,129.483,79,24656099999.csv
246610-99999,64,130.3,208,24661099999.csv
246680-99999,63.317,132.017,90.9,24668099999.csv
246710-99999,63.95,135.867,402,24671099999.csv
246790-99999,63.217,139.6,1287.9,24679099999.csv
246880-99999,63.25,143.15,741,24688099999.csv
246910-99999,63.833,145.6,800.9,24691099999.csv
247130-99999,62.883,108.433,246,24713099999.csv
247240-99999,63.033,112.483,422,24724099999.csv
247260-99999,62.535,114.039,352,24726099999.csv
247380-99999,62.15,117.65,133,24738099999.csv
247390-99999,62.283,119.85,308.2,24739099999.csv
247680-99999,62.033,132.6,186,24768099999.csv
247710-99999,62.783,136.85,288.6,24771099999.csv
247900-99999,62.783,148.167,655,24790099999.csv
248170-99999,61.267,108.017,291,24817099999.csv
248260-99999,61.617,114.617,353.7,24826099999.csv
248430-99999,61.917,124.55,199.1,24843099999.csv
248560-99999,61.483,129.15,115,24856099999.csv
248710-99999,61.867,135.5,140.6,24871099999.csv
248780-99999,61.133,137.983,613,24878099999.csv
248980-99999,61.117,149.633,574.5,24898099999.csv
249080-99999,60.333,102.267,260,24908099999.csv
249180-99999,60.05,108.083,295.2,24918099999.csv
249230-99999,60.717,114.883,234,24923099999.csv
249440-99999,60.4,120.417,229.6,24944099999.csv
249460-99999,60.6,124.033,139,24946099999.csv
249510-99999,60.817,125.317,118,24951099999.csv
249590-99999,62.017,129.717,101,24959099999.csv
249620-99999,60.9,131.983,146,24962099999.csv
249660-99999,60.383,134.45,170,24966099999.csv
249670-99999,60.467,130,171,24967099999.csv
249820-99999,60.717,142.783,398,24982099999.csv
249880-99999,60.083,142.333,198,24988099999.csv
250510-99999,69.783,170.597,3.4,25051099999.csv
251230-99999,68.75,161.283,28,25123099999.csv
251380-99999,68.117,164.167,94,25138099999.csv
251510-99999,68.883,170.783,4.7,25151099999.csv
251730-99999,68.9,-179.633,3,25173099999.csv
252060-99999,67.45,153.717,21,25206099999.csv
252480-99999,67.25,167.967,353,25248099999.csv
253250-99999,66.55,159.417,127,25325099999.csv
253350-99999,66.533,164.283,286.3,25335099999.csv
253560-99999,66.383,173.333,77,25356099999.csv
253720-99999,67.033,-178.917,138,25372099999.csv
253780-99999,66.35,-179.117,26,25378099999.csv
253990-99999,66.15,-169.833,3,25399099999.csv
254000-99999,65.733,150.9,43,25400099999.csv
254280-99999,65.233,160.533,264,25428099999.csv
254690-99999,65.183,176.767,18.5,25469099999.csv
255030-99999,64.75,153.967,98,25503099999.csv
255380-99999,64.217,164.233,326,25538099999.csv
255510-99999,64.683,170.417,26,25551099999.csv
255630-99999,64.735,177.741,59.1,25563099999.csv
255940-99999,64.378,-173.243,21.9,25594099999.csv
256210-99999,64,158.917,683,25621099999.csv
256270-99999,63.3,158.5,709,25627099999.csv
256560-99999,63.417,172.717,200,25656099999.csv
256770-99999,63.017,179.283,82,25677099999.csv
257000-99999,62.8,150.667,312.4,25700099999.csv
257030-99999,62.917,152.417,205,25703099999.csv
257050-99999,62.45,152.317,260,25705099999.csv
257150-99999,62.517,155.8,499.8,25715099999.csv
257440-99999,62.433,166.083,10,25744099999.csv
258080-99999,61.133,152.383,707.5,25808099999.csv
258160-99999,61.533,156.7,7,25816099999.csv
258210-99999,61.917,158.983,23,25821099999.csv
259020-99999,60.85,151.767,901,25902099999.csv
259040-99999,60.6,150.7,521.9,25904099999.csv
259130-99999,59.911,150.72,175,25913099999.csv
259190-99999,59.1,153.333,12.9,25919099999.csv
259220-99999,60.717,155.883,33.3,25922099999.csv
259270-99999,59.65,154.267,5,25927099999.csv
259320-99999,60.683,160.4,30,25932099999.csv
259410-99999,60.733,163.017,14,25941099999.csv
259540-99999,61.35,166,3.6,25954099999.csv
259560-99999,60.433,169.667,5,25956099999.csv
260290-99999,59.383,24.033,26,26029099999.csv
260380-99999,59.413,24.833,39.9,26038099999.csv
260450-99999,59.517,26.55,3,26045099999.csv
260460-99999,59.333,27.383,75,26046099999.csv
260580-99999,59.389,28.117,29.9,26058099999.csv
260590-99999,59.367,28.6,19,26059099999.csv
260630-99999,59.8,30.263,24.1,26063099999.csv
